"Count";"NC_Id";"Species";"Domain";"Realm";"Phylum";"Subphylum";"Class";"Order";"Suborder";"Family";"Subfamily";"Genus"
771;"NC_019406.1";"Caulobacter phage CcrColossus";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
772;"NC_019418.1";"Streptococcus phage phiNJ2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
773;"NC_019415.1";"Blue squill virus A";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
774;"NC_019409.1";"Ornithogalum mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
775;"NC_019416.1";"Stenotrophomonas phage IME15";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
776;"NC_019413.1";"Sulfolobales Mexican rudivirus 1";"Viruses";NA;NA;NA;NA;"Ligamenvirales";NA;"Rudiviridae";NA;"Rudivirus"
777;"NC_003818.1";"Subterranean clover stunt C6 alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
778;"NC_023858.1";"Melegrivirus A";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;"Megrivirus"
779;"NC_023859.1";"Microbacterium phage vB_MoxS-ISF9";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
780;"NC_023863.2";"Vibrio phage CHOED";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
781;"NC_023865.1";"Pectobacterium phage PM1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
782;"NC_017981.1";"Xanthomonas phage vB_XveM_DIBBI";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
783;"NC_023884.1";"Cyanoramphus nest associated circular K DNA virus";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
784;"NC_023883.1";"Cyanoramphus nest associated circular X DNA virus";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
785;"NC_023887.1";"Turkey associated porprismacovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Porprismacovirus"
786;"NC_023888.1";"Circo-like virus-Brazil hs1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
787;"NC_023895.1";"Rupicapra rupicapra papillomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Dyokappapapillomavirus"
788;"NC_037655.1";"Sichuan takin astrovirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Astroviridae";NA;NA
789;"NC_037654.1";"Sichuan takin enterovirus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;"Enterovirus"
790;"NC_037664.1";"Botrytis cinerea hypovirus 1 satellite-like RNA-S";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
791;"NC_037663.1";"Botrytis cinerea hypovirus 1 satellite-like RNA";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
792;"NC_037660.1";"Botrytis cinerea fusarivirus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Fusariviridae";NA;NA
793;"NC_037659.1";"Botrytis cinerea hypovirus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Hypoviridae";NA;NA
794;"NC_024016.1";"Heliconius erato iflavirus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Iflaviridae";NA;"Iflavirus"
795;"NC_027995.1";"Escherichia phage vB_EcoM_ECO1230-10";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Jilinvirus"
796;"NC_019457.1";"Vibrio phage CP-T1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
797;"NC_019446.1";"Brucella phage Tb";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Perisivirus"
798;"NC_019447.1";"Brucella phage Pr";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Perisivirus"
799;"NC_019451.1";"Pseudomonas phage NH-4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
800;"NC_019455.1";"Haemophilus phage SuMu";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
801;"NC_017674.1";"Pseudomonas phage JG024";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
802;"NC_019450.1";"Pseudomonas phage JG004";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
803;"NC_019488.1";"Salmonella phage RE-2010";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
804;"NC_019485.1";"Enterobacter phage EcP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
805;"NC_019443.1";"Synechococcus phage metaG-MbCM1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
806;"NC_019445.1";"Escherichia phage TL-2011b";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Uetakevirus"
807;"NC_019442.1";"Escherichia phage TL-2011c";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Sepvirinae";"Oslovirus"
808;"NC_019456.1";"Lactobacillus phage JCL1032";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
809;"NC_019453.1";"Caulobacter phage phiCb5";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Leviviridae";NA;NA
810;"NC_019454.1";"Pantoea phage LIMElight";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phikmvvirus"
811;"NC_019452.1";"Escherichia phage PhaxI";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Ackermannviridae";"Cvivirinae";"Kuttervirus"
812;"NC_019490.1";"Riemerella phage RAP44";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
813;"NC_019486.1";"Lactobacillus phage LF1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
814;"NC_019489.1";"Lactobacillus phage Sha1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
815;"NC_019506.1";"Clostridium phage phiCP13O";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
816;"NC_019508.1";"Clostridium phage phiCP34O";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
817;"NC_019500.1";"Enterobacteria phage Bp7";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Dhakavirus"
818;"NC_019502.1";"Bacillus phage phIS3501";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
819;"NC_019527.1";"Aeromonas phage vB_AsaM-56";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Popoffvirus"
820;"NC_019525.1";"Bdellovibrio phage phi1422";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
821;"NC_019522.1";"Pectobacterium phage ZF40";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
822;"NC_019518.1";"Vibrio phage vB_VchM-138";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
823;"NC_019523.1";"Clostridium phage phi24R";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Picovirinae";NA
824;"NC_019515.1";"Bacillus phage BCD7";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
825;"NC_019528.1";"Aeromonas phage phiAS7";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
826;"NC_019520.1";"Escherichia phage phiKT";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
827;"NC_019529.1";"Vibrio phage pVp-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Cetovirus"
828;"NC_019521.1";"Sphingomonas phage PAU";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
829;"NC_019519.1";"Agrobacterium phage 7-7-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
830;"NC_019510.1";"Erwinia phage vB_EamP-L1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Przondovirus"
831;"NC_019514.1";"Erwinia phage vB_EamP-S6";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
832;"NC_019504.1";"Erwinia phage vB_EamM-Y2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
833;"NC_019505.1";"Escherichia phage wV7";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Tequatrovirus"
834;"NC_019501.1";"Enterobacteria phage IME10";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Lederbergvirus"
835;"NC_019516.1";"Cyanophage S-TIM5";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
836;"NC_019512.1";"Helicobacter phage 1961P";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Schmidvirus"
837;"NC_019513.1";"Staphylococcus phage SMSAP5";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Triavirus"
838;"NC_019499.1";"Sunflower leaf curl Karnataka alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
839;"NC_019532.1";"Tomato yellow leaf curl China betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
840;"NC_019492.1";"Pseudoplusia includens densovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Densovirinae";"Ambidensovirus"
841;"NC_019496.1";"Clostridium phage phiCP26F";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
842;"NC_019545.1";"Salmonella phage SPN3UB";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
843;"NC_019548.1";"Ralstonia phage RSS0";"Viruses";NA;NA;NA;NA;NA;NA;"Inoviridae";NA;NA
844;"NC_019543.1";"Aeromonas phage Aes508";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Tulanevirus"
845;"NC_019538.1";"Aeromonas phage CC2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
846;"NC_019542.1";"Pectobacterium phage PP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
847;"NC_019549.1";"Liberibacter phage SC1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
848;"NC_019550.1";"Liberibacter phage SC2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
849;"NC_019540.1";"Salinivibrio phage CW02";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
850;"NC_019547.1";"Ageratum enation alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
851;"NC_019544.1";"Deep-sea thermophilic phage D6E";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
852;"NC_019710.1";"Enterobacteria phage HK140";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Hendrixvirus"
853;"NC_019717.1";"Enterobacteria phage HK225";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Ravinvirus"
854;"NC_019706.1";"Enterobacteria phage mEp043 c-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
855;"NC_019708.1";"Enterobacteria phage mEp235";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Hendrixvirus"
856;"NC_019704.1";"Enterobacteria phage mEp237";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Ravinvirus"
857;"NC_019716.1";"Enterobacteria phage mEp460";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
858;"NC_019718.1";"Enterobacteria phage vB_EcoS_Rogue1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Rogunavirus"
859;"NC_019720.1";"Enterobacterial phage mEp213";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
860;"NC_019721.1";"Enterobacterial phage mEp390";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Hendrixvirus"
861;"NC_019725.1";"Escherichia phage ADB-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Tunavirus"
862;"NC_019722.1";"Vibrio phage vB_VpaM_MAR";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Vhmlvirus"
863;"NC_019713.1";"Vibrio phage vB_VpaS_MAR10";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Mardecavirus"
864;"NC_019768.1";"Enterobacteria phage HK106";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Hendrixvirus"
865;"NC_019707.1";"Enterobacteria phage M";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Tequatrovirus"
866;"NC_019712.1";"Mink calicivirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Caliciviridae";NA;"Vesivirus"
867;"NC_024119.1";"PoSCV Kor J481";"Viruses";NA;NA;NA;NA;NA;NA;"Smacoviridae";NA;"Porprismacovirus"
868;"NC_024124.2";"Escherichia phage vB_EcoM_JS09";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Mosigvirus"
869;"NC_024121.1";"Serratia phage PS2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
870;"NC_024140.1";"Pseudomonas phage vB_PaeP_C2-10_Ab09";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Litunavirus"
871;"NC_024146.1";"Enterobacteria phage 9g";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Nonagvirus"
872;"NC_024138.1";"Mycobacterium phage MosMoris";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Marvinvirus"
873;"NC_024135.1";"Mycobacterium phage Bernal13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Bernalvirus"
874;"NC_024145.1";"Mycobacterium phage Hosp";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Bclasvirinae";NA
875;"NC_024210.1";"Escherichia phage e4/1c";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Tunavirinae";"Rogunavirus"
876;"NC_019853.1";"Ateles paniscus polyomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
877;"NC_019854.2";"Cebus albifrons polyomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Betapolyomavirus"
878;"NC_019851.1";"Macaca fascicularis polyomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
879;"NC_019924.1";"Clostridium phage phi8074-B1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
880;"NC_019923.1";"Pseudomonas phage AF";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
881;"NC_019913.1";"Pseudomonas phage PaP1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pakpunavirus"
882;"NC_019929.1";"Erwinia phage phiEaH2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Erskinevirus"
883;"NC_019915.1";"Staphylococcus phage StB20";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
884;"NC_019914.1";"Staphylococcus phage StB27";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
885;"NC_019910.1";"Salmonella phage SKML-39";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Ackermannviridae";"Aglimvirinae";"Agtrevirus"
886;"NC_019922.1";"Enterobacteria phage Hgal1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Leviviridae";NA;"Levivirus"
887;"NC_019920.1";"Enterobacteria phage C-1 INW-2012";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Leviviridae";NA;"Levivirus"
888;"NC_019932.1";"Erwinia phage ENT90";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Peduovirinae";"Peduovirus"
889;"NC_019930.1";"Tetrasphaera phage TJE1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
890;"NC_019934.1";"Cronobacter phage ENT39118";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
891;"NC_019927.1";"Cronobacter phage ENT47670";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
892;"NC_019944.1";"Okra enation leaf curl alphasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
893;"NC_020071.1";"Otomops polyomavirus KY157";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
894;"NC_020066.1";"Otomops polyomavirus KY156";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
895;"NC_020072.1";"Colombian datura virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
896;"NC_020077.1";"Sulfolobus virus STSV2";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
897;"NC_020080.1";"Klebsiella phage KP27";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";"Slopekvirus"
898;"NC_020079.1";"Escherichia phage phAPEC8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
899;"NC_020083.1";"Serratia phage phiMAM1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Ackermannviridae";NA;NA
900;"NC_024203.1";"Lactococcus phage P092";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
901;"NC_024215.1";"Lactococcus phage P078";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
902;"NC_024217.1";"Nitrincola phage 1M3-16";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;NA;NA;NA
903;"NC_024208.1";"Lactococcus phage P118";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
904;"NC_024214.1";"Lactococcus phage P162";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
905;"NC_024209.1";"Mycobacterium phage Hawkeye";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Dclasvirinae";NA
906;"NC_024296.1";"Canary bornavirus 3";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Bornaviridae";NA;"Orthobornavirus"
907;"NC_024300.1";"Fulmarus glacialis papillomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";NA
908;"NC_020104.1";"Acanthamoeba polyphaga moumouvirus";"Viruses";NA;NA;NA;NA;NA;NA;"Mimiviridae";NA;"Moumouvirus"
909;"NC_017843.2";"Labidocera aestiva circovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
910;"NC_020159.1";"Halovirus HSTV-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
911;"NC_020158.1";"Halovirus HVTV-1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;"Haloviruses"
912;"NC_020160.1";"Dahlia latent viroid";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
913;"NC_020201.1";"Pectobacterium phage phiTE";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Vequintavirinae";"Certrevirus"
914;"NC_020203.1";"Pseudomonas phage JBD24";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Casadabanvirus"
915;"NC_020198.1";"Pseudomonas phage JBD30";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Casadabanvirus"
916;"NC_020202.1";"Pseudomonas phage JBD5";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Casadabanvirus"
917;"NC_020200.1";"Pseudomonas phage JBD88a";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Casadabanvirus"
918;"NC_020204.1";"Klebsiella phage JD001";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Jedunavirus"
919;"NC_024330.1";"Pseudomonas phage JD024";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Casadabanvirus"
920;"NC_024361.1";"Streptococcus phage DCC1738";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
921;"NC_024370.1";"Streptococcus phage IC1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
922;"NC_024365.1";"Pseudomonas phage phiPSA1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
923;"NC_024357.1";"Streptococcus phage K13";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
924;"NC_024355.1";"Staphylococcus phage 6ec";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Sextaecvirus"
925;"NC_024375.1";"Listeria phage LP-026";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Homburgvirus"
926;"NC_024358.1";"Anabaena phage A-4L";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
927;"NC_024362.1";"Pseudomonas phage phiPSA2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
928;"NC_024369.2";"Vibrio phage X29";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
929;"NC_024354.1";"Cronobacter phage CR8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Vequintavirinae";"Certrevirus"
930;"NC_024356.1";"Enterococcus phage IME-EFm1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
931;"NC_024371.1";"Mycobacterium phage Damien";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Barnyardvirus"
932;"NC_024367.1";"Dinoroseobacter phage DFL12phi1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Baltimorevirus"
933;"NC_024391.1";"Staphylococcus phage DW2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phietavirus"
934;"NC_024392.1";"Listeria phage LP-114";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Homburgvirus"
935;"NC_024384.1";"Listeria phage LP-030-3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
936;"NC_024380.1";"Leuconostoc phage phiLN6B";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Limdunavirus"
937;"NC_024388.1";"Leuconostoc phage phiLN34";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Unaquatrovirus"
938;"NC_024378.1";"Leuconostoc phage phiLNTR3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Unaquatrovirus"
939;"NC_024387.1";"Listeria phage LP-101";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
940;"NC_024385.1";"Leuconostoc phage phiLN12";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Limdunavirus"
941;"NC_024389.1";"Leuconostoc phage phiLNTR2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
942;"NC_024379.1";"Escherichia phage PE3-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
943;"NC_024390.1";"Leuconostoc phage phiLN03";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Limdunavirus"
944;"NC_024376.1";"Sierra Nevada virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Nyamiviridae";NA;NA
945;"NC_024386.1";"Leuconostoc phage phiLN25";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";"Mccleskeyvirinae";"Unaquatrovirus"
946;"NC_024453.2";"Porcine bocavirus 1 pig/ZJD/China/2006";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";"Bocaparvovirus"
947;"NC_024454.1";"Turkey parvovirus 1078";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";NA
948;"NC_024452.1";"Chicken parvovirus ABU-P1";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Parvovirinae";"Aveparvovirus"
949;"NC_020414.1";"Enterobacteria phage UAB_Phi78";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Zindervirus"
950;"NC_020474.2";"Elephantid herpesvirus 1";"Viruses";NA;NA;NA;NA;"Herpesvirales";NA;"Herpesviridae";"Betaherpesvirinae";"Proboscivirus"
951;"NC_020470.1";"Andean potato latent virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Tymovirus"
952;"NC_020484.1";"Pelagibacter phage HTVC008M";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
953;"NC_020481.1";"Pelagibacter phage HTVC010P";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
954;"NC_020482.1";"Pelagibacter phage HTVC011P";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
955;"NC_020483.1";"Pelagibacter phage HTVC019P";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";NA
956;"NC_020488.1";"Vibrio phage VvAW1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
